CodEstable,NomEstable,CodSede,NomSede,Tipo,Zona,Direccion,Telefono,EstadoSede,Niveles,Modelos,Grados,X,Y
154001011470,COLEGIO SAN JOSÉ,154001011470,EL TRIGAL,PRINCIPAL,URBANA,CL 3 1 73,5878457,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",842382.233,1370795.071
154001007791,COL LUIS CARLOS GALAN SARMIENTO,254001002947,ESC RUR  SAN PEDRO,SEDE,RURAL,KM 47-91 CORREG DE SAN PEDRO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,22,23,24,25,26",840357.2589,1356812.38
154001007791,COL LUIS CARLOS GALAN SARMIENTO,254001002688,ESC RUR  EL PORTICO,SEDE,RURAL,VDA EL PORTICO - CORREG DE SAN PEDRO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",840710.5217,1359603.609
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001002497,ESC URB JOSE EUSEBIO CARO NO 23,SEDE,URBANA,AV 8 NO 20-04 BARRIO CUBEROS NIÑO,5831218,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",842518.5341,1363053.639
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001000117,ESC URB SAN VICENTE DE PAUL NO 18,SEDE,URBANA,CLL 26 NO 0-35 BARRIO SAN RAFAEL,5835536,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",843073.008,1362552.864
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001002543,ESC URB ALIANZA PARA EL PROGRESO NO 36,SEDE,URBANA,AV 1A NO 28-90 BARRIO SAN RAFAEL,5714073,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",842922.9006,1362322.445
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001003400,ESC URB SAN PABLO NO 19,SEDE,URBANA,CLL 25 7A-35 BARRIO SANTO DOMINGO,5833660,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",842592.0531,1362770.992
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001007791,COL LUIS CARLOS GALAN SARMIENTO,PRINCIPAL,URBANA,IND CLL 26 NO 0-63 BARRIO SAN RAFAEL,5722963,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CIRCULOS DE APRENDIZAJE,SER HUMANO","1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99",843023.9807,1362555.911
354001007714,INSTITUCION EDUCATIVA LA DIVINA PASTORA,354001007714,INSTITUCION EDUCATIVA LA DIVINA PASTORA,PRINCIPAL,URBANA,CL 31 31 60 BR LA DIVINA PASTORA,5823003 - 5828521,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,CAMINAR EN SECUNDARIA II,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,CAMINAR EN SECUNDARIA I,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,22,23,24,25,26,99",839063.0502,1363090.657
154001800130,INSTITUCION EDUCATIVA PEDRO CUADRO HERRERA,154001800130,INSTITUCION EDUCATIVA PEDRO CUADRO HERRERA - SEDE PRINCIPAL,PRINCIPAL,URBANA,IND MANZANA E BRR CIUDAD RODEO,5833997 - 3112438039,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7,8,9,10,11",837654.0522,1364451.794
154001002462,INSTITUCIÓN EDUCATIVA JULIO PÉREZ FERRERO,154001011116,SEDE TRES NUEVO HORIZONTE,SEDE,URBANA,AV 23 15 A 12,3157827684-3103128065,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",838191.7497,1365143.581
154001002462,INSTITUCIÓN EDUCATIVA JULIO PÉREZ FERRERO,354001000027,SEDE CUATRO SIMON BOLIVAR,SEDE,URBANA,AV 29 15 129,5724279-3212014659,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM,SER HUMANO","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",840711.9477,1371342.529
154001002462,INSTITUCIÓN EDUCATIVA JULIO PÉREZ FERRERO,154001002268,ESC URB SAN MIGUEL NO 13,SEDE,URBANA,CLL 9 NO 16-47 BARRIO SAN MIGUEL,5723343,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,23,24,25,26,99",841326.9285,1364021.216
154001002462,INSTITUCIÓN EDUCATIVA JULIO PÉREZ FERRERO,154001002462,COL  JULIO PEREZ FERRERO,PRINCIPAL,URBANA,AV 19 NO 11-22 BARRIO CUNDINAMARCA,5730747,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","5,6,7,8,9,10,11,20,21,22,23,24,25,26,99",841118.0326,1363760.032
154001007987,COLEGIO RAFAEL URIBE URIBE,154001008282,COL BAS HOMBRES NUEVOS,SEDE,URBANA,AV 18 NO 10-60 BARRIO EL DESIERTO,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",840812.33,1365250.331
154001007987,COLEGIO RAFAEL URIBE URIBE,154001006395,ESC CARLOS RAMIREZ PARIS NO 78,SEDE,URBANA,AV 5 NO 4-04 BARRIO CARLOS RAMIREZ PARIS,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21,22",840352.8378,1365109.03
154001007987,COLEGIO RAFAEL URIBE URIBE,154001005160,ESC  NO 62 DOÑA NIDIA,SEDE,URBANA,AV 4 A NO 7-55 BARRIO DOÑA NIDIA,5788476,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",839936.2143,1364740.386
154001007987,COLEGIO RAFAEL URIBE URIBE,154001007987,COL  RAFAEL URIBE URIBE,PRINCIPAL,URBANA,AV 6 7 48,5814955,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","6,7,8,9,10,11,21,22,23,24,25,26",839856.5686,1364721.958
154001011037,INSTITUCIÓN EDUCATIVA SAN BARTOLOMÉ,154001000869,ESC URB COMUNEROS NO 33,SEDE,URBANA,CLL 4  AV  5  BARRIO COMUNEROS,5786573,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","ENTORNO INSTITUCIONAL,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","-3,0,1,2,3,4,5,6,7,8,9,99",840855.2803,1366807.954
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001008651,CENT EDUC LA FUNDERA,SEDE,RURAL,VDA FUNDERA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",857396.8609,1381092.404
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001009526,CENT EDUC MIRAFLORES,SEDE,RURAL,CORREG BANCO DE ARENA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",845565.4361,1416371.085
154001011037,INSTITUCIÓN EDUCATIVA SAN BARTOLOMÉ,154001011037,COL SAN BARTOLOME,PRINCIPAL,URBANA,IND CLL 0 NO 4-37 AUTOP ATALAYA,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",840830.7659,1366583.682
154001000079,INST NAL DE ENSEÑANZA MEDIA DIVERSIFICADA INEM JOSE EUSEBIO CARO,154001007839,ESC URB MIGUEL MULLER,SEDE,URBANA,CLL 14N NO 12E-56 URB. ZULIMA,5745394,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,21,22,23,24,25,26",844129.4173,1367120.196
154001000079,INST NAL DE ENSEÑANZA MEDIA DIVERSIFICADA INEM JOSE EUSEBIO CARO,154001000800,ESC URB CIUDAD JARDIN NO 42,SEDE,URBANA,CLL 8A NO 14E-06 BARRIO CIUDAD JARDIN,5747717,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6",844384.0067,1366599.028
154001000079,INST NAL DE ENSEÑANZA MEDIA DIVERSIFICADA INEM JOSE EUSEBIO CARO,154001000079,INEM,PRINCIPAL,URBANA,CLL 4E NO 11E-121 BARRIO GUAIMARAL,5746298 -5744847 - 5740553 - 5745552,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,22,23,24,25,26",844254.6212,1365918.984
154001006999,COL MUNICIPAL GREMIOS UNIDOS,154001006999,COL MUNICIPAL GREMIOS UNIDOS,PRINCIPAL,URBANA,CL 6 AN 4 73 BR COLPET,5790480 - 5792096,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",842469.5382,1365609.741
154001006999,COL MUNICIPAL GREMIOS UNIDOS,154001000176,CENT EDUC 18 DE MAYO,SEDE,URBANA,CLL 1AN NO 7A-76 BARRIO SEVILLA,5780441,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7,8,9",842166.2806,1365588.239
154001006999,COL MUNICIPAL GREMIOS UNIDOS,154001001687,COL SIMON BOLIVAR,SEDE,URBANA,CL 2 5 12 BR PESCADERO,5781438,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,3,4,5,6,7,10,11",842647.2042,1365698.835
154001002977,INST TEC GUAIMARAL,354001011411,INST LA ESPERANZA,SEDE,URBANA,AV 9E NO 0-10,5740916,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","-2,-1,0,1,2,3,4,5,99",843915.3719,1365548.309
154001002977,INST TEC GUAIMARAL,154001004376,COL HERMOGENES MAZA,SEDE,URBANA,CLL 10AN NO 7E-134 BARRIO GUAIMARAL,5773807,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11",843656.5312,1366742.107
154001002977,INST TEC GUAIMARAL,154001002977,INST TEC GUAIMARAL,PRINCIPAL,URBANA,CLL 10AN NO 7E-34 BARRIO GUAIMARAL,5773807,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",843765.25,1366737.261
154001008495,COLEGIO MANUEL FERNÁNDEZ DE NOVOA,154001009645,ESC  HOMBRES Y MUJERES DE PENSAMIENTO NUEVO,SEDE,URBANA,LOS ALPES PARTE ALTA CLL 2,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5,21,99",841115.2663,1365117.129
154001008495,COLEGIO MANUEL FERNÁNDEZ DE NOVOA,154001000826,COL BAS LOS ALPES,SEDE,URBANA,TR 17 CLL 2 NO 13-96 BARRIO LOS ALPES,5822664,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99",841538.4295,1364975.624
154001008495,COLEGIO MANUEL FERNÁNDEZ DE NOVOA,154001000125,ESC URB  REYES MANTILLA NO 14,SEDE,URBANA,AV 10 NO 3-26 BARRIO CARORA,5834534,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7",841971.9464,1364811.876
154001008495,COLEGIO MANUEL FERNÁNDEZ DE NOVOA,154001008495,COL MANUEL ANTONIO FERNANDEZ DE NOVOA,PRINCIPAL,URBANA,AV 11 NO 3-14 BARRIOCARORA,5824665,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",841863.0074,1364810.968
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,254001002645,ESC EL CERRITO,SEDE,URBANA,CR 4 NO 4-59 BARRIO EL CERRITO,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99",845139.7934,1371473.371
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,254001006012,ESC NUEVA SAN GERARDO,SEDE,URBANA,VIA PANAMERICANA SAN FAUSTINO,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",844472.6874,1370740.408
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,254001007990,ESC GILMA CASADO DE VILA,SEDE,URBANA,CLL 1 NO 6-15 BARRIO LA INSULA,5870500,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,20,99",843066.8473,1368426.983
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,154001004325,ESC URB INTEGD PANAMERICANA NO 53,SEDE,URBANA,AV 8 NO 9-02 BARRIO PANAMERICANO,5875003,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99",843031.8235,1369108.587
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,154001009017,INST EDUC COL EUSTORGIO COLMENARES BAPTISTA,PRINCIPAL,URBANA,AV 6 NO 16-43 BARRIO EL SALADO,5876139,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99",843501.7816,1369317.937
154001009017,COLEGIO EUSTORGIO COLMENARES BAPTISTA,154001000133,ESC LAS CUMBRES DEL NORTE,SEDE,URBANA,IND AV 9C 204 SALADO PARTE ALTA,5790480,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",843482.0886,1369883.491
154001008975,COL TOLEDO PLATA,154001008975,COL TOLEDO PLATA,PRINCIPAL,URBANA,CL 12 14 12 BR TOLEDO PLATA,5875244 - 3124504374,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",841637.6646,1369900.289
154001001610,COL SAGRADO CORAZON DE JESUS,154001002403,ESC URB ANTONIA SANTOS NO 2,SEDE,URBANA,AV 9 NO 15-42 BARRIO EL PARAMO,5720983,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",842329.0746,1363492.065
154001001610,COL SAGRADO CORAZON DE JESUS,154001001610,COL SAGRADO CORAZON DE JESUS,PRINCIPAL,URBANA,CLL 16 NO 3-60 BARRIO LA PLAYA,5712417- 5710654-5715781,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,3,4,5,6,7,8,9,10,11",842984.1647,1363575.919
154001000010,INSTITUTO TÉCNICO NACIONAL DE COMERCIO,154001000184,ESC URB  PILOTO NO 17 REPUBLICA DE VENEZUELA,SEDE,URBANA,CL 9 2 47 BR LATINO,5492395,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6",842962.7193,1364334.761
154001000010,INSTITUTO TÉCNICO NACIONAL DE COMERCIO,154001000010,INST TEC NACIONAL DE COMERCIO,PRINCIPAL,URBANA,CL 12 0 40,5712323,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"5,6,7,8,9,10,11",843250.7457,1364067.23
254001003323,INSTITUCION EDUCATIVA EL RODEO,254001003323,INST EDUC EL RODEO,PRINCIPAL,URBANA,IND MZ 8-42,5816978 - 3012059006,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",838159.4939,1364457.885
454001006712,INST TEC BUENA ESPERANZA,254001002955,CENT EDUC LAS VACAS,SEDE,RURAL,VDA LAS VACAS CORREG BUENA ESPERANZA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",840120.8483,1397323.311
454001006712,INST TEC BUENA ESPERANZA,254001002831,CENT EDUC LONDRES,SEDE,RURAL,CORREG BUENA ESPERANZA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",841468.6654,1397467.63
454001006712,INST TEC BUENA ESPERANZA,254001005351,ESC NVA EL PLOMO,SEDE,RURAL,CORREG BUENA ESPERANZA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",842786.8441,1394573.803
454001006712,INST TEC BUENA ESPERANZA,254001004389,ESC NVA LA SUSANITA,SEDE,RURAL,VDA LA SUSANITA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",839514.6639,1389786.871
454001006712,INST TEC BUENA ESPERANZA,254001002891,ESC LOS REYES,SEDE,RURAL,VDA LOS REYES CORREG LA BUENA ESPERANZA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7",842130.5454,1393060.24
454001006712,INST TEC BUENA ESPERANZA,254001002769,CENT EDUC LA ESPERANZA,SEDE,RURAL,CARRET VIA PUERTO SANTANDER KM 30,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99",846516.3479,1394838.147
454001006712,INST TEC BUENA ESPERANZA,454001006712,INST TEC BUENA ESPERANZA,PRINCIPAL,RURAL,CORREG BUENA ESPERANZA,5666534,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,A CRECER,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",844062.9488,1398378.607
454001006712,INST TEC BUENA ESPERANZA,254001009534,ESC NVA BRISAS DEL ORIENTE,SEDE,RURAL,VDA CAMPO HERMOSO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",834269.713,1382152.167
